User-ID,Location,Age
185887,"carlsbad, california, usa",
8115,"santa rosa, california, usa",
159639,"farmingdale, new york, usa",
20624,"new baltimore, michigan, usa",24.0
252923,"summer hill, alberta, australia",
73726,"carlet, valencia, spain",29.0
235012,"valencia, california, usa",
83619,"korschenbroich, nordrhein-westfalen, germany",
40477,"west chester, pennsylvania, usa",
202790,"northome, minnesota, usa",
28592,"ellenton, florida, usa",66.0
91841,"hagerstown, maryland, usa",
275699,"liverpool, england, united kingdom",
19166,"pittsburgh, pennsylvania, usa",
61376,"anchorage, alaska, usa",
80235,"alicante, n/a, spain",26.0
182078,"warsaw, warsaw,",23.0
164265,"tallahassee, florida, usa",34.0
258308,"saskatoon, saskatchewan, canada",33.0
112161,"bilbao, vizcaya, spain",18.0
77987,"oegstgeest, zuid holland, netherlands",21.0
163172,"ramada, lisboa, portugal",21.0
148826,"n/a, virginia, usa",17.0
73817,"ottawa, ,",
206278,"sevilla, sevilla, spain",23.0
215390,"seattle, washington, usa",23.0
275378,"amsterdam, n/a, netherlands",33.0
45050,"flesherton, ontario, canada",
93955,"hamden, connecticut, usa",72.0
194384,"142 30 skogås, sörmland, sweden",
90202,"palm harbor, florida, usa",
240654,"milwaukee, wisconsin, usa",
132013,"arlington, massachusetts, usa",
200282,"castle rock, colorado, usa",
259653,"round rock, texas, usa",46.0
90060,"eufaula, oklahoma, usa",
199435,"ciudad de méxico, ciudad de méxico, mexico",46.0
87226,"mt. calavary, wi, wisconsin, usa",19.0
214548,"youngstown, ohio, usa",36.0
23810,"milano, lombardia, italy",
13868,"augsburg, bayern, germany",40.0
64165,"schwerin, mecklenburg-vorpommern, germany",35.0
72544,"san mateo, california, usa",
212413,"foxboro, ontario,",27.0
36317,"cheltenham, victoria, australia",59.0
21283,"northridge, california, usa",
143185,"saginaw, michigan, usa",31.0
31887,"singapore, singapore, singapore",
130908,"vauxhall, london, united kingdom",28.0
144881,"hickory, ,",
240239,"erlangen, bayern, germany",24.0
267118,"northborough, massachusetts, usa",
275039,"fuerth, bayern, germany",42.0
38445,"belcamp, maryland, usa",
29267,"st.cloud, minnesota, usa",34.0
99410,"buffalo, new york, usa",
58291,"mestre, veneto, italy",
244626,"dallas, texas, usa",18.0
276609,"schiplaken (hever), \n/a\"", belgium""",
43166,"santa coloma de gramanet, barcelona, spain",30.0
205442,"swansea, wales, united kingdom",42.0
204528,"milano, lombardia, italy",
190879,"tracy, california, usa",37.0
141402,"galway, n/a, ireland",25.0
217641,"vacaville, california, usa",60.0
203864,"north vancouver, british columbia, canada",
111767,"munich, bayern, germany",27.0
148530,"shannon, georgia, usa",62.0
243557,"san juan capistrano, california, usa",
252551,"bay springs, mississippi, usa",30.0
188022,"harlowton, montana, usa",
185466,"brisbane, queensland, australia",20.0
80820,"concord, california, usa",
235389,"trieste, friuli venezia giulia, italy",
73360,"cincinnati, ohio, usa",26.0
209228,"conyers, georgia, usa",39.0
209220,"virginia beach, virginia, united states",52.0
111751,"jersey, england, united kingdom",
11045,"longmont, colorado, usa",27.0
162669,"wien, n/a, austria",48.0
111977,"seaorth, new south wales, australia",
78974,"madrid, madrid, spain",24.0
207807,"el paso, texas, usa",34.0
51938,"clark, new jersey, usa",12.0
83287,"tulsa, oklahoma, usa",45.0
136497,"aue, sachsen, germany",18.0
206527,"porto, porto, portugal",
238603,"torrazza coste, lombardia, italy",
158087,"kröpelin, mecklenburg-vorpommern, germany",45.0
244871,"new york, new york, usa",
222303,"hannover, niedersachsen, germany",
127714,"christchurch, n/a, new zealand",35.0
212996,"o fallon, ,",
55761,"anchorage, alaska, usa",20.0
202531,"colindres, cantabria, spain",37.0
26331,"courtenay, british columbia, canada",
210629,"firenze, toscana, italy",48.0
134698,"dallas, texas, usa",
227734,"greeneville, tennessee, usa",
19458,"toronto, ontario, canada",32.0
115825,"st peters, missouri, usa",
21700,"houston, texas, usa",
229440,"burnaby, british columbia, canada",
150573,"cambridge, cambridge, united kingdom",23.0
183894,"barcelona, barcelona, spain",34.0
73451,"ottawa, ontario, canada",
273270,"alvin, texas, usa",
68670,"holland, michigan, usa",42.0
237611,"grand rapids, michigan, usa",14.0
99376,"st. charles, missouri, usa",38.0
204634,"mukilteo, washington, usa",71.0
48336,"bologna, emilia romagna, italy",40.0
240507,"lisbon, lisbon, portugal",18.0
212416,"louisville, kentucky, usa",44.0
196097,"los angeles, california, usa",32.0
171693,"madrid, n/a, spain",
229184,"upland, california, usa",18.0
251015,"summerville, n/a, usa",
255978,"maputo, \n/a\"", mozambique""",35.0
190070,"manly, new south wales, australia",23.0
123880,"singapore, n/a, singapore",38.0
19698,"weingarten, baden-wuerttemberg, germany",42.0
48856,"burnsville, minnesota, usa",
70329,"vigneux sur seine, n/a, france",27.0
109910,"mason, ohio, usa",51.0
154745,"berwyn, illinois, usa",
18419,"cologne, nordrhein-westfalen, germany",
257258,"raleigh, north carolina, usa",
90092,"manchester, england, united kingdom",30.0
239558,"scarborough, ontario, canada",27.0
186681,"invermere, british columbia, canada",
63098,"swartz creek, michigan, usa",25.0
265418,"topeka, ,",
68772,"nsw, nsw, australia",14.0
132344,"jicin, czech paradise, czech republic",
223517,"coldwater, michigan, usa",47.0
246913,"torrance, california, usa",
229819,"roma, lazio, italy",29.0
154311,"jelsovce, hamburg, slovakia",
163722,"igualada, barcelona, spain",20.0
273326,"pusan, n/a, south korea",31.0
100303,"augsburg, bayern, germany",
36587,"oxford, england, united kingdom",
183797,"baltimore, maryland, usa",45.0
89703,"dover, new hampshire, usa",
120692,"caringbah, new south wales, australia",
200323,"beebeetown, iowa, usa",19.0
236184,"elberton, georgia, usa",
6470,"temecula, california, usa",
269173,"london, england, united kingdom",36.0
253651,"lloyd, alberta, canada",14.0
262160,"como, lombardia, italy",29.0
75604,"roma, lazio, italy",36.0
78565,"chorley, england, united kingdom",15.0
97525,"porto, porto, portugal",
38421,"curitiba, parana, brazil",41.0
98491,"regina, saskatchewan, canada",
142033,"oakland, california, usa",
252943,"new york, new york, usa",31.0
84220,"aberdeen, maryland, usa",
257938,"somerville, massachusetts, usa",
78045,"greater manchester, england, united kingdom",47.0
233275,"hannover, niedersachsen, germany",27.0
224297,"wegberg, nordrhein-westfalen, germany",36.0
157419,"holland, pennsylvania, usa",
92621,"carmichael, california, usa",74.0
34800,"asheville, north carolina, usa",61.0
29567,"boston, massachusetts, usa",
20784,"pocomoke, maryland, usa",50.0
24272,"louisville, kentucky, usa",
254259,"issaquah, washington, usa",34.0
134500,"münchen, bayern, germany",
268369,"surrey, british columbia, canada",
85512,"bremerhaven, bremen, germany",26.0
108108,"düsseldorf, nordrhein-westfalen, germany",33.0
173246,"tempe, arizona, usa",19.0
220922,"sarnia, ontario, canada",
247965,"indpls, indiana, usa",39.0
67510,"portland, oregon, usa",
81861,"red deer, alberta, canada",
62405,"camelot, yukon territory, hungary",3.0
116315,"pooler, georgia, usa",30.0
200705,"ellon, aberdeenshire, united kingdom",34.0
18126,"richmond hill, ontario, canada",17.0
239485,"cantu`, lombardia, italy",
198675,"liverpool, new york, usa",
142864,"düsseldorf, nordrhein-westfalen, germany",
52510,"portland, oregon, usa",
190968,"pottstown, pennsylvania, usa",44.0
241577,"lisboa, lisboa, portugal",26.0
206949,"las palmas de gran canaria, canarias, spain",29.0
113899,"geraldton, western australia, australia",17.0
69624,"agoura hills, california, usa",
225149,"munich, bavaria, germany",35.0
207886,"kansas city, kansas, usa",
20069,"folkestone, england, united kingdom",30.0
97004,"doncaster east, victoria, australia",17.0
276037,"toronto, ontario, canada",
208783,"wells, vermont, usa",
212890,"milwaukee, wisconsin, usa",56.0
198341,"prosperity, south carolina, usa",36.0
171829,"surrey, british columbia, canada",29.0
19702,"aberdeen, scotland, united kingdom",
176597,"madison, wisconsin, usa",34.0
81045,"tigard, oregon, usa",
69979,"philadelphia, pennsylvania, usa",54.0
258226,"athens, n/a, greece",
186569,"altadena, california, usa",
61606,"santa monica, california, usa",
225707,"atlanta, georgia, usa",36.0
78124,"strasbourg, ,",36.0
33275,"mt. pleasant, south carolina, usa",18.0
275561,"modena, emilia romagna, italy",46.0
201397,"metz, moselle, lorraine, france",22.0
98372,"munich, bavaria, germany",
87731,"colfax, california, usa",18.0
268920,"aspach, baden-wuerttemberg, greece",54.0
139937,"calumet city, illinois, usa",
85253,"ottawa, ontario, canada",36.0
60922,"a guardia, pontevedra, spain",22.0
40010,"frankfurt am main, hessen, germany",24.0
35729,"linz, oberösterreich, austria",
65315,"saltspring island, british columbia, canada",50.0
71295,"lincoln, nebraska, usa",
84428,"wiesloch, baden-wuerttemberg, germany",31.0
267938,"eldorado, illinois, usa",
58387,"uppsala, n/a, sweden",
49665,"london, london, united kingdom",
191943,"charleston, south carolina, usa",
118750,"montreal, quebec, canada",
182491,"lisboa, estremadura, portugal",
122891,"melbourne, victoria, australia",
40518,"wasilla, alaska, usa",
158603,"tarpon springs, florida, usa",68.0
142390,"virginia beach, victoria, australia",
272089,"cuneo, piemonte, italy",
162475,"edmonton, alberta, canada",40.0
256004,"sydney, new south wales, australia",49.0
21487,"amsterdam, wyoming, netherlands",
182479,"amsterdam, amsterdam, netherlands",24.0
20976,"ottawa, ontario, canada",14.0
47467,"napa, california, usa",16.0
247233,"pasadena, texas, usa",30.0
140355,"fremont, california, usa",28.0
162886,"lisbon, lisbon, portugal",29.0
105221,"la mesa, california, usa",15.0
17643,"vancouver, british columbia, canada",
13328,"baltimore, maryland, usa",
48154,"st. louis, missouri, usa",
211694,"brookvale, new south wales, australia",60.0
85590,"miami, florida, usa",34.0
248565,"portsmouth, england, united kingdom",23.0
114512,"calgary, alberta, canada",29.0
263402,"kiel, schleswig-holstein, germany",
261908,"são paulo, n/a, brazil",34.0
195113,"quantico, virginia, usa",31.0
114854,"thunder bay, ontario, canada",31.0
49070,"münchen, bayern, germany",28.0
80479,"san diego, california, usa",
149313,"visalia, california, usa",36.0
200635,"great falls, montana, usa",
190656,"canbridge, massachusetts, usa",44.0
193569,"maidenhead, england, united kingdom",56.0
96592,"christchurch, n/a, new zealand",
15818,"london, england, united kingdom",29.0
258343,"crawley, w sussex, united kingdom",34.0
115536,"ashland, ohio, usa",32.0
86358,"chelsea, quebec, canada",52.0
1995,"rascafría, madrid, spain",59.0
165591,"sydney, new south wales, australia",
196129,"midwest city, oklahoma, usa",26.0
221550,"moravian falls, n carolina, usa",50.0
138514,"saskatoon, saskatchewan, canada",28.0
51490,"cambridge, england, united kingdom",61.0
111200,"raleigh, north carolina, usa",
60692,"london, london, united kingdom",36.0
4898,"monterrey, nl, mexico",
15230,"calgary, alberta, canada",19.0
138357,"bristol, connecticut, usa",52.0
103654,"arlington, texas, usa",41.0
31240,"champaign, illinois, usa",47.0
96146,"beijing, n/a, china",32.0
225172,"toormina, new south wales, australia",56.0
76797,"falkirk, scotland, united kingdom",
274995,"louisa ky, kentucky, usa",66.0
236008,"hampton, new brunswick, canada",
91176,"fargo, north dakota, usa",40.0
215824,"severna park, maryland, usa",
48723,"lisbon, alaska, portugal",32.0
15526,"kingwood, texas, usa",38.0
225272,"melbourne, victoria, australia",21.0
156512,"ashland, massachusetts, usa",
64648,"rostock, mecklenburg-vorpommern, germany",
182011,"singapore, n/a, singapore",18.0
155404,"san antonio, texas, usa",64.0
110011,"douglasville, georgia, usa",51.0
44647,"lake george, minnesota, usa",54.0
61345,"miami, florida, usa",37.0
179370,"northridge, california, usa",33.0
246771,"burbank, california, usa",
159539,"hounslow, middlesex, united kingdom",
84946,"vienna, n/a, austria",
235471,"copenhagen, , denmark",
266824,"schwetzingen, baden-wuerttemberg, germany",44.0
8819,"frankfurt, hessen, germany",42.0
98398,"pittsburgh, pennsylvania, usa",
12348,"brighton, massachusetts, usa",23.0
11202,"manila, n/a, philippines",18.0
150147,"gijón, alaska, spain",47.0
194089,"lisboa, lisboa, portugal",
258685,"lagos, nigeria, nigeria",21.0
269228,"el cajon, california, usa",51.0
273410,"ankara, n/a, turkey",30.0
257988,"stuttgart, baden-wuerttemberg, germany",36.0
152987,"vitoria gasteiz, alava, spain",
73356,"guadalajara, jalisco, mexico",27.0
79622,"austin, texas, usa",30.0
100262,"siegen, nrw, germany",30.0
75157,"ferrol, galicia, spain",22.0
81724,"santiago, galicia, spain",24.0
255693,"barcelona, catalonia, spain",37.0
230289,"badalona, cataluña-barcelona-, spain",18.0
74513,"barcelona, barcelona, spain",25.0
24128,"lane cove, new south wales, australia",25.0
234162,"calgary, alberta, canada",
174476,"london, england, united kingdom",26.0
132282,"birmingham, alabama, usa",23.0
11531,"houston, texas, usa",
8443,"aizawl, mizoram, india",
148777,"bay village, ohio, usa",
24222,"erie, pennsylvania, usa",48.0
266264,"meopham, kent, united kingdom",45.0
240431,"fairfax, virginia, usa",46.0
264279,"amana, iowa, usa",80.0
33221,"volkel, noord-brabant, netherlands",22.0
18451,"berlin, berlin, germany",
226626,"burnaby, british columbia, canada",53.0
162067,"rio de janeiro, rio de janeiro, brazil",55.0
94191,"gray summit, missouri, usa",51.0
108658,"perth, western australia, australia",15.0
144088,"örebro, n/a, sweden",
131930,"palmyra, virginia, usa",
109723,"chestertown, maryland, usa",62.0
14548,"surabaya, n/a, indonesia",34.0
60122,"coeur d`alene, idaho, usa",46.0
267931,"cebu city, cebu province, philippines",30.0
258257,"racine, wisconsin, usa",
255172,"white salmon, washington, usa",39.0
136810,"shreveport, louisiana, usa",
97325,"albuquerque, new mexico, usa",39.0
160741,"london, england, united kingdom",13.0
256016,"newport beach, california, usa",
271442,"malaga, andalucia, spain",34.0
223257,"crofton, maryland, usa",
80962,"pavia, lombardia, italy",
30078,"littlestown, pennsylvania, usa",
164667,"west haven, connecticut, usa",
235014,"fort worth, texas, usa",32.0
30686,"surrey, british columbia, canada",
126857,"philadelphia, pennsylvania, usa",67.0
133633,"bangalore, karnataka, india",26.0
273085,"schwarzenau, niederösterreich, austria",14.0
232346,"long beach, california, usa",
89585,"la mesa, california, usa",17.0
4083,"melbourne, victoria, australia",23.0
50097,"berlin, berlin, germany",
152557,"minneapolis, minnesota, usa",35.0
277265,"culpeper, virginia, usa",
226148,"santa monica, california, usa",
63648,"san jose, california, usa",
98279,"richmond, virginia, usa",
46988,"surrey, england, united kingdom",56.0
144767,"demarest, new jersey, usa",0.0
54658,"bridgeport, connecticut, usa",45.0
171139,"gijón, asturias, spain",20.0
275877,"brisbane, queensland, australia",29.0
269002,"adelaide, south australia, australia",31.0
113781,"athens, attiki, greece (=hellas)",49.0
244911,"bonham, texas, usa",
61486,"sofia, east europa, bulgaria",22.0
243896,"livermore, california, usa",52.0
19717,"zug, zug, switzerland",35.0
254521,"paeroa, hauraki, new zealand",76.0
188236,"washington, dc, usa",
272409,"uncasville, connecticut, usa",43.0
134817,"oklahoma city, oklahoma, usa",43.0
276282,"frankfurt am main, hessen, germany",
19234,"bremen, bremen, germany",
17393,"pontevedra, pontevedra, spain",25.0
141990,"san francisco, california, usa",
99299,"reidsville, north carolina, usa",26.0
18798,"palma de malorca, islas baleares, spain",20.0
47504,"san antonio, texas, usa",
152858,"oldenburg, niedersachsen, germany",24.0
68514,"tamarac, florida, usa",64.0
101433,"san diego, california, usa",
8195,"edmonton, alberta, canada",25.0
119662,"willow street, pennsylvania, usa",48.0
210952,"bryant, arkansas, usa",17.0
235649,"reading, n/a, united kingdom",
57820,"blanchardville, wisconsin, usa",
245142,"brisbane, queensland, australia",
37275,"barcelona, catalunya, spain",30.0
58366,"etowah, tennessee, usa",39.0
104412,"lafayette, georgia, usa",14.0
46471,"st. john`s, newfoundland, canada",26.0
83196,"antwerp, antwerp, belgium",
74439,"canberra, australian capital territory, australia",55.0
204570,"torino, piemonte, italy",29.0
200481,"madrid, madrid, spain",26.0
122983,"san juan, puerto rico, puerto rico",
113961,"viera, florida, usa",
102963,"chicago, illinois, usa",
127774,"willimantic, connecticut, usa",19.0
16895,"denver, colorado, usa",
252034,"fort wayne, indiana, usa",24.0
240364,"madison heights, michigan, usa",25.0
101666,"wien, wien, austria",49.0
177325,"denver, colorado, usa",41.0
182776,"princeton, massachusetts, usa",36.0
101620,"brookland, arkansas, usa",
269385,"huntsville, alabama, usa",
32790,"noblesville, in, hamilton",48.0
96356,"austin, texas, usa",
176766,"port orchard, washington, usa",30.0
18913,"jasper, alabama, usa",33.0
55533,"new zealand, auckland,",74.0
111242,"norwich, uk, united kingdom",
39743,"coquitlam, british columbia, canada",
86565,"n/a, new york, usa",33.0
204613,"puebla, puebla, mexico",28.0
240548,"shawnee mission, kansas, usa",
209199,"pittsburgh, pennsylvania, usa",
140155,"padova, veneto, italy",24.0
275593,"gelsenkirchen, nordrhein-westfalen, germany",34.0
223986,"lakebay, washington, usa",
228988,"peoria, arizona, usa",19.0
49674,"denver, colorado, usa",
230133,"austin, ,",33.0
220372,"grove city, ohio, usa",
67474,"teh., teh., iran",29.0
62265,"cincinnati, ohio, usa",
242312,"maplewood, new jersey, usa",43.0
241995,"hervey bay qld, queensland, australia",
209851,"detroit, michigan, usa",
34869,"odense, fyn, denmark",
256394,"rocky comfort, missouri, usa",23.0
278611,"leicester, england, united kingdom",35.0
8808,"north vernon, indiana, usa",26.0
52374,"chapel hill, north carolina, usa",30.0
71465,"east greenwich, rhode island, usa",
47630,"calatayud, zaragoza, spain",27.0
200702,"christchurch, n/a, new zealand",38.0
272570,"medellín, antioquia, colombia",15.0
206027,"houston, texas, usa",
209154,"dover, new hampshire, usa",31.0
267421,"passau, bayern, germany",
19887,"toronto, ontario, canada",74.0
62839,"london, england, united kingdom",
217106,"rock island, illinois, usa",55.0
84375,"napoli, campania, italy",24.0
185571,"victoria, british columbia, canada",
207737,"houston, texas, usa",
110897,"bristol, england, united kingdom",32.0
98477,"miami, florida, usa",
11501,"konstanz, baden-wuerttemberg, germany",21.0
184600,"grand rapids, michigan, usa",55.0
240759,"winnipeg, manitoba, canada",
164681,"967, kenyayang park kuching, sarawak, malaysia",
31576,"stuarts draft, virginia, usa",
172492,"san diego, california, usa",
14107,"winchester, england, united kingdom",39.0
79979,"ipswich, queensland, australia",104.0
172044,"coleford, gloucestershire, england, united kingdom",35.0
36335,"cambridge, england, united kingdom",30.0
25306,"delhi, delhi, india",22.0
206162,"beijing, n/a, china",27.0
58608,"berlin, berlin, germany",30.0
251967,"cologne, nordrhein-westfalen, germany",33.0
29971,"calgary, alberta, canada",
146811,"brandon, mississippi, usa",
18872,"arezzo, toscana, italy",31.0
35669,"singapore, singapore, singapore",
266988,"hameln, niedersachsen, germany",
157956,"würzburg, bayern, germany",42.0
220022,"bern, berne, switzerland",
198951,"cleveland, ohio, usa",
240100,"roma, lazio, italy",32.0
49122,"sydney, ,",14.0
200603,"hartford, connecticut, usa",34.0
85269,"adelaide, sa, australia",
247404,"valencia, valencia, spain",27.0
248853,"new york, new york, usa",35.0
116478,"empoli, toscana, italy",
14238,"homer, alaska, usa",
196431,"singapore, saarland, singapore",35.0
99788,"fulton, n/a, usa",
219666,"vigo, spain, spain",62.0
268257,"birmingham, england, united kingdom",33.0
227223,"valladolid, castilla, spain",16.0
123625,"geelong, victoria, australia",22.0
8925,"belleville, michigan, usa",26.0
37792,"livonia, new york, usa",
245230,"grand rapids, michigan, usa",
10848,"amsterdam, noord holland, netherlands",
180750,"heilbronn, baden-wuerttemberg, germany",35.0
208665,"chicago, illinois, usa",69.0
211054,"cabrils-barcelona, catalunya, spain",
9640,"fayetteville, new york, usa",33.0
100725,"barcelona, catalunya, spain",28.0
219928,"walkerton, ontario, canada",40.0
16251,"arenys de mar, n/a, spain",35.0
87208,"bel nor, missouri, usa",52.0
151068,"melbourne, vic, australia",28.0
50831,"island pond, vermont, usa",49.0
54775,"jc, kansas, usa",
266050,"lutherstadt wittenberg, sachsen-anhalt, germany",
130904,"kingston, new york, usa",
82828,"london, england, united kingdom",54.0
273467,"singapore, n/a, singapore",
204440,"göteborg, n/a, sweden",
81468,"midlothian, texas, usa",21.0
260352,"northampton, massachusetts, usa",
251649,"toronto, ontario, canada",22.0
220347,"tucson, arizona, usa",29.0
12352,"ames, iowa, usa",59.0
238295,"annapolis, maryland, usa",23.0
122677,"houston, texas, usa",104.0
269154,"wallan, victoria, australia",30.0
161407,"sherwood park, alberta, canada",
77195,"coconut creek, florida, usa",66.0
18125,"trezzano rosa, lombardia, italy",29.0
42415,"cary, north carolina, usa",
203590,"leicester, midlands, united kingdom",31.0
156106,"torrance, california, usa",71.0
239713,"vienna, , austria",
149692,"annapolis, maryland, usa",19.0
9979,"brampton, ontario, canada",
2484,"asheville, north carolina, usa",
43060,"rome, lazio, italy",33.0
234705,"englewood, colorado, usa",
53758,"bedford, bedfordshire, united kingdom",27.0
185935,"encinitas, california, usa",
27356,"weatherford, texas, usa",17.0
264626,"aberdeen, scotland, united kingdom",25.0
42237,"alexandria, ohio, usa",26.0
121580,"monterrey, nuevo león, mexico",15.0
1625,"fayetteville, north carolina, usa",59.0
117311,"galesburg, michigan, usa",34.0
46385,"singapore, n/a, singapore",18.0
155048,"nice, georgia, france",47.0
222287,"munich, bayern, germany",28.0
277436,"stratford, iowa, usa",14.0
40055,"colorado springs, colorado, usa",
231658,"johnson city, new york, usa",
48093,"roma, lazio, italy",33.0
264235,"edison, new jersey, usa",19.0
144010,"egg harbor, new jersey, usa",51.0
89630,"indianapolis, indiana, usa",
220923,"perth, western australia, australia",18.0
182447,"holt, michigan, usa",
70966,"evry, n/a, france",48.0
180923,"lewisburg, wisconsin, usa",51.0
7196,"berkeley heights, new jersey, usa",
79686,"lisboa, lisboa, portugal",33.0
250316,"brookfield, illinois, usa",18.0
270952,"rochester, kent, united kingdom",
172829,"odense, n/a, denmark",21.0
85243,"perth, western australia, australia",21.0
32987,"cuajimalpa, df, mexico",
212037,"barcelona, catalunya, spain",25.0
104328,"barcelona, catalunya, spain",22.0
274791,"parque das nações, lisboa, portugal",
201436,"lexington, south carolina, usa",
71459,"västerås, västmanland, sweden",
165106,"torino, piemonte, italy",29.0
82769,"melbourne, victoria, australia",25.0
29113,"wigan, england, united kingdom",12.0
258673,"glasgow, scotland, united kingdom",38.0
190338,"london, england, united kingdom",
213606,"ponte vedra beach, florida, usa",53.0
120698,"timisoara, timis, romania",14.0
117569,"madrid, madrid, spain",25.0
49239,"forney, texas, usa",19.0
70734,"procida, campania, italy",21.0
21588,"laplata, maryland, usa",19.0
142667,"montezuma, north carolina, usa",
134864,"alameda, california, usa",
65991,"modesto, california, usa",
29435,"hannover, niedersachsen, germany",24.0
25547,"new plymouth, taranaki, new zealand",54.0
268937,"glasgow, scotland, united kingdom",36.0
238315,"gold hill, oregon, usa",18.0
71025,"o`fallon, illinois, usa",62.0
149443,"grugliasco, piemonte, italy",32.0
211423,"adelaide, south australia, australia",15.0
89889,"cesena, emilia romagna, italy",28.0
186138,"carlsbad, california, usa",
189765,"modesto, california, usa",40.0
268491,"geleen, limburg, netherlands",
25524,"kearney, missouri, usa",
95136,"olympia, washington, usa",
103761,"portland, maine, usa",37.0
186725,"shah alam, selangor, minnesota, malaysia",37.0
41075,"rottenburg am neckar, baden-wuerttemberg, germany",
174519,"enfield, nova scotia, canada",
2975,"boston, massachusetts, usa",28.0
64957,"sequim, washington, usa",49.0
68553,"k.terengganu, terengganu, malaysia",21.0
208215,"memphis, tennessee, usa",
113371,"huntertown, ,",
197221,"kansas city, missouri, usa",
221407,"new york city, new york, usa",
85347,"dallas, texas, usa",
44873,"charlotte, north carolina, usa",24.0
49569,"loulé, n/a, portugal",22.0
20863,"tucson, arizona, usa",53.0
146652,"upland, california, usa",17.0
269109,"waterbury, vermont, usa",53.0
21205,"weston turville, england, united kingdom",56.0
63433,"oostzaan, n/a, netherlands",
266977,"boulder, colorado, usa",58.0
236426,"kitchener, ontario, canada",
143959,"hypoluxo, florida, usa",
120041,"somerville, massachusetts, usa",28.0
151469,"culver, indiana, usa",
44060,"downey, california, usa",34.0
102793,"orlando, florida, usa",24.0
241908,"kolkata, west bengal, india",
94434,"near toronto, ontario, canada",17.0
160187,"forli, emilia romagna, italy",34.0
217647,"collado villalba, madrid, spain",30.0
70509,"asheville, north carolina, usa",36.0
200584,"fredericksburg, virginia, usa",
121352,"hoffman estates, illinois, usa",25.0
200549,"orlando, florida, usa",
142851,"de pere, wisconsin, usa",18.0
41668,"tybee island, georgia, usa",34.0
106609,"austin, texas, usa",35.0
274182,"san francisco, california, usa",26.0
83550,"chilliwack, british columbia, canada",
91111,"springfield, illinois, usa",40.0
175743,"boston, massachusetts, usa",21.0
266608,"worcester, massachusetts, usa",34.0
31509,"temple, texas, usa",71.0
78501,"lincoln, nebraska, usa",
3470,"cordova, tennessee, usa",23.0
242977,"roseville, california, usa",27.0
46289,"cockeysville, maryland, usa",41.0
189718,"oxford, ohio, usa",24.0
148196,"pleasanton, california, usa",16.0
162035,"lebanon, pennsylvania, usa",
270999,"boulder, colorado, usa",30.0
14218,"strasshausen, bayern, germany",23.0
213964,"rockdale, new south wales, australia",59.0
35695,"humble, texas, usa",
161857,"rochester, new york, usa",15.0
125345,"raleigh, north carolina, usa",25.0
188216,"raleigh, north carolina, usa",
157264,"lisboa, lisboa, portugal",29.0
166024,"bristol, england, united kingdom",19.0
259794,"cincinnati, ohio, usa",22.0
38450,"erechim, rio grande do sul, brazil",58.0
102483,"edmonton, alberta, canada",41.0
12841,"a coruña, galicia, spain",37.0
109061,"belgrade, serbia, yugoslavia",29.0
82816,"bad essen, niedersachsen, germany",33.0
196055,"pittsburgh, pennsylvania, usa",45.0
706,"los angeles, california, usa",
196580,"belleville, illinois, usa",21.0
155390,"kitchener, ontario, canada",18.0
70668,"canberra, australian capital territory, australia",61.0
100675,"cincinnati, ohio, usa",18.0
87875,"seattle/tacoma, washington, usa",30.0
64208,"surry hills, new south wales, australia",53.0
174881,"el cerrito, california, usa",
216458,"san francisco, california, usa",54.0
70861,"edgerton, missouri, usa",
150375,"ottawa, ontario, canada",
22165,"toledo, toledo, spain",25.0
265337,"samara, west virginia, russia",
153890,"seattle, washington, usa",
111138,"madrid, madrid, spain",30.0
152144,"whitby, ontario, canada",56.0
164241,"mundaring, western australia, australia",51.0
53113,"london, england, united kingdom",
58587,"hannover, niedersachsen, germany",27.0
194934,"lemoore, california, usa",
269125,"krefeld, nordrhein-westfalen, germany",
53145,"trail, british columbia, canada",20.0
106598,"billings, montana, usa",
159768,"barcelona, barcelona, spain",25.0
130151,"countryside, illinois, usa",
221701,"minot, maine, usa",48.0
179192,"chicago, illinois, usa",18.0
122894,"lyon, rhône-alpes, france",28.0
613,"ankara, n/a, turkey",1.0
252930,"malmö, skåne, sweden",25.0
217934,"bennington, vermont, usa",46.0
179347,"manchester, england, united kingdom",29.0
119930,"santa cruz de tenerife, españa, spain",28.0
140316,"pickering, ontario, canada",18.0
73885,"tunbridge wells, kent, united kingdom",27.0
91487,"weert, limburg, netherlands",
142135,"palmerstion north, n/a, new zealand",40.0
144212,"toronto, ontario, canada",16.0
53721,"reggio emilia, emilia romagna, italy",25.0
149998,"manchester, england, united kingdom",49.0
223513,"tomball, texas, usa",
143419,"covington, kentucky, usa",
12050,"aranda de duero, castilla y león, spain",43.0
19824,"wilsonville, oregon, usa",
58598,"san diego, california, usa",27.0
165138,"lexington, massachusetts, usa",43.0
104501,"phoenix, arizona, usa",
210235,"quezon city, metro manila, philippines",
134838,"tonganoxie, kansas, usa",53.0
102298,"dubbo/orange, new south wales, australia",14.0
191205,"stanhope, new jersey, usa",39.0
244361,"key west, florida, usa",19.0
219171,"parma, emilia romagna, italy",32.0
248820,"perth, western australia, australia",37.0
44062,"london, hainault, united kingdom",
209015,"san antonio, texas, usa",29.0
168328,"santos, sao paulo, brazil",64.0
191162,"phoenix, arizona, usa",35.0
20337,"victoria, british columbia, canada",16.0
